-221.009,-37.8844,1318.58
-223.721,-36.5998,1308.74
-224.337,-61.3621,1318.78
-203.152,-37.039,1335.18
-214.576,-29.4886,1317.67
-229.209,-34.0005,1288.84
-223.617,-25.3209,1288.33
-228.677,-31.4649,1272.85
-233.172,-58.7078,1288.93
-217.513,-28.1345,1308.14
-216.11,-17.1321,1287.46
-223.585,-23.0338,1274.35
-209.544,-20.2022,1306.81
-199.88,-28.4233,1331.22
-206.381,-21.6813,1316.13
-204.61,-83.4727,1332.09
-194.367,-59.0211,1345.75
-224.877,-84.3683,1303.73
-219.758,-85.0758,1318.79
-232.586,-54.6116,1258.97
-229.995,-83.6607,1288.67
-230.58,-80.2051,1258.41
-185.183,-27.3581,1344.76
-168.612,-35.6885,1360.06
-166.733,-26.4733,1356.51
-175.743,-18.3427,1343.42
-180.855,-18.8998,1338.87
-187.21,-36.3414,1348.54
-191.88,-36.5054,1345.65
-193.123,-47.7632,1345.7
-156.107,-56.3895,1368.83
-170.198,-79.9444,1356.72
-191.914,-70.4454,1345.57
-228.218,-29.2729,1259.02
-223.549,-20.4956,1258.84
-228.01,-27.6377,1245.45
-227.755,-25.638,1228.86
-223.616,-19.7684,1246.47
-227.759,-25.0968,1210.87
-231.651,-49.7199,1229.23
-223.878,-19.153,1211.05
-223.712,-18.7193,1228.62
-217.788,-11.9688,1228.3
-218.222,-13.2187,1210.85
-217.46,-12.0166,1238.45
-217.188,-12.0563,1246.89
-216.396,-15.0838,1275.67
-216.811,-12.1113,1258.56
-230.345,-78.6683,1250.17
-230.773,-47.1538,1199.62
-229.008,-72.5485,1211.07
-229.745,-74.743,1229.11
-215.988,-95.2404,1310.3
-213.221,-95.7696,1318.36
-223.583,-93.788,1288.18
-224.074,-89.414,1257.89
-208.107,-104.408,1306.99
-204.33,-105.189,1317.56
-200.23,-93.2195,1329.1
-215.736,-98.0022,1257.34
-215.079,-102.968,1287.49
-189.462,-81.8697,1345.38
-188.49,-90.915,1338.81
-181.185,-89.481,1344.85
-184.15,-81.3388,1348.51
-183.002,-99.3458,1334.17
-166.893,-87.0866,1353.03
-170.322,-95.872,1344.05
-224.103,-88.2403,1248.56
-224.165,-85.7082,1228.43
-216.796,-96.2464,1227.46
-216.089,-97.417,1247.38
-223.936,-84.3543,1209.84
-227.761,-24.7338,1198.8
-229.64,-26.7923,1187.29
-223.998,-19.4646,1198.42
-225.953,-21.3695,1185.72
-232.515,-29.943,1169.68
-234.401,-32.3859,1160.94
-234.373,-52.2715,1170.66
-230.636,-26.2479,1158.41
-228.525,-23.8747,1169.02
-222.407,-17.9272,1168.35
-224.509,-20.1264,1155.82
-218.541,-14.1388,1198
-220.388,-15.9483,1183.84
-228.556,-71.2009,1199.99
-233.062,-64.1714,1170.7
-239.402,-59.0323,1142.64
-163.377,-19.5562,1194.2
-160.349,-38.2283,1194.31
-164.715,-21.4437,1178.29
-170.242,-14.0937,1194.41
-163.681,-12.228,1210.65
-162.138,-28.8523,1209.17
-171.684,-15.7405,1178.2
-178.709,-9.59663,1194.79
-169.92,-8.71213,1209.54
-173.054,-17.3061,1162.78
-183.875,-13.3416,1148.61
-181.974,-12.5093,1163.65
-174.822,-17.8514,1147.71
-166.068,-23.3514,1162.2
-160.913,-52.1356,1162.54
-167.885,-23.7578,1147.04
-157.089,-58.3325,1194.42
-165.836,-47.4239,1131.72
-162.332,-65.9012,1162.8
-159.91,-62.2806,1226.26
-158.534,-68.4938,1194.42
-161.03,-46.5027,1226.49
-163.985,-4.89987,1227.11
-169.546,-2.47471,1227.07
-163.068,-17.8123,1226.92
-168.785,0.445556,1235.05
-163.346,-1.06033,1235.34
-161.842,-13.63,1242.44
-176.681,1.04402,1235.61
-177.452,-1.18314,1227.03
-160.692,-75.8387,1226.12
-158.79,-63.8902,1241.55
-159.736,-48.39,1241.9
-223.806,-83.5823,1199.24
-231.063,-75.0212,1177.05
-231.752,-76.0712,1170.75
-227.053,-87.107,1170.01
-226.125,-86.1001,1178.36
-234.658,-79.444,1153.39
-217.117,-95.9251,1209.08
-217.311,-95.7302,1197.93
-229.5,-88.9521,1154.37
-219.343,-96.9267,1178.91
-222.441,-97.9989,1154.33
-220.425,-97.5635,1168.79
-162.229,-94.4859,1194.43
-161.305,-87.9879,1194.43
-162.31,-96.6957,1197.57
-166.105,-101.401,1194.15
-166.567,-99.1285,1186.53
-162.517,-91.6844,1188.5
-163.75,-79.6667,1163.07
-170.958,-85.9996,1132.76
-166.517,-70.7982,1132.25
-167.991,-92.1258,1163.04
-162.99,-87.0763,1178.75
-167.186,-96.0847,1176.32
-175.25,-104.744,1163.16
-176.871,-103.048,1149.28
-166.042,-108.233,1208.79
-172.703,-108.714,1193.93
-165.968,-116.167,1225.8
-171.126,-116.541,1235.42
-171.931,-114.604,1226
-162.896,-112.602,1220.13
-163.04,-116.513,1225.68
-165.994,-113.363,1219.79
-165.252,-120.106,1234.18
-162.649,-109.734,1225.75
-161.973,-115.362,1235.51
-162.476,-121.669,1233.21
-238.58,-37.7997,1141.57
-236.133,-33.1126,1129.61
-240.202,-40.5692,1132.68
-234.184,-30.2372,1140.58
-244.153,-47.3157,1111.01
-244.688,-63.3371,1112.35
-239.605,-38.233,1110.08
-244.144,-44.5274,1086.75
-248.753,-54.5546,1087.57
-232.323,-29.5895,1109.19
-234.016,-31.7515,1100.06
-227.229,-22.9729,1139.61
-229.423,-25.8227,1126.51
-239.049,-80.6964,1128.66
-236.499,-81.58,1142.39
-242.02,-79.6666,1112.65
-249.129,-66.4541,1089.14
-246.825,-77.6545,1089.95
-169.712,-24.1664,1131.79
-179.091,-20.0331,1117.37
-176.6,-18.3996,1132.56
-172.35,-25.6085,1116.72
-188.078,-15.7934,1118.38
-185.755,-14.1643,1133.74
-181.627,-21.6961,1101.9
-183.589,-23.3966,1090.31
-190.401,-17.4225,1103.03
-175.075,-27.0986,1101.15
-173.125,-38.1416,1100.83
-177.147,-28.639,1089.84
-171.175,-49.1846,1100.51
-172.573,-71.5568,1100.8
-175.401,-52.7777,1077.14
-169.76,-71.2044,1115.41
-261.521,-92.8508,1034.76
-265.819,-76.3243,1034.01
-268.588,-78.6072,1011.86
-258.417,-89.0949,1048.34
-251.626,-94.8502,1047.35
-254.637,-98.6243,1033.89
-264.476,-96.5344,1012.08
-257.879,-101.985,1011.01
-265.835,-99.2913,994.499
-268.83,-62.9572,996.544
-270.514,-81.6868,983.787
-267.805,-61.9883,1011.17
-262.375,-74.0353,1047.52
-264.895,-60.9226,1033.37
-245.567,-102.413,1032.31
-242.707,-98.783,1045.68
